Track name, Artist name, Album, Playlist name, Type
It’s the Most Wonderful Time of the Year,Jazz at Lincoln Center Orchestra & Wynton Marsalis,Big Band Holidays II,Jazz Christmas,Playlist track
We Three Kings,Ramsey Lewis Trio,More Sounds Of Christmas,Jazz Christmas,Playlist track
Hark! the Herald Angel Sing,Wynton Marsalis,Crescent City Christmas Card,Jazz Christmas,Playlist track
Little Drummer Boy,The Count Basie Orchestra,A Very Swingin’ Basie Christmas!,Jazz Christmas,Playlist track
My Favourite Things,Tony Bennett,Snowfall: The Tony Bennett Christmas Album,Jazz Christmas,Playlist track
We Three Kings,Dave Brubeck,Hot Jazz for a Cool Night: A Jazz Christmas,Jazz Christmas,Playlist track
Snowfall,Ahmad Jamal Trio,Traditional Jazz Christmas,Jazz Christmas,Playlist track
Ring a Merry Bell,June Christy,This Time of Year,Jazz Christmas,Playlist track
White Christmas,Charlie Parker,Christmas Blues: Savoy Jazz Christmas Album,Jazz Christmas,Playlist track
Good King Wenceslas,Mel Tormé,Christmas Songs,Jazz Christmas,Playlist track
Greensleeves (Take 4),John Coltrane,Ballads (Deluxe Edition),Jazz Christmas,Playlist track
Santa Claus Is Coming To Town (Live),"Keith Jarrett, Gary Peacock & Jack DeJohnette",After the Fall (Live),Jazz Christmas,Playlist track
Cool Yule (feat. The Commanders),Louis Armstrong,Ella & Louis Christmas,Jazz Christmas,Playlist track
It's the Most Wonderful Time of the Year,"Harry Connick, Jr.",What a Night! - A Christmas Album,Jazz Christmas,Playlist track
Deck the Halls,Herbie Hancock,Jingle Bell Swing,Jazz Christmas,Playlist track
I've Got My Love To Keep Me Warm,Louis Armstrong & Ella Fitzgerald,Cool Yule (Deluxe Edition),Jazz Christmas,Playlist track
This Is Christmas,Ellis Marsalis,A Jazzy Wonderland,Jazz Christmas,Playlist track
Silver Bells (feat. Catherine Russell),Jazz at Lincoln Center Orchestra & Wynton Marsalis,Big Band Holidays II,Jazz Christmas,Playlist track
Ding Dong! Merrily On High,George Shearing Quintet,Christmas With the George Shearing Quintet,Jazz Christmas,Playlist track
O Tannenbaum,Jeff Hamilton Trio,Merry & Bright,Jazz Christmas,Playlist track
The Nutcracker Suite,Les Brown & His Band of Renown,"Ultra-Lounge - Christmas Cocktails, Pt. 1",Jazz Christmas,Playlist track
Blue Christmas,"Grover Washington, Jr.",A Jazzy Wonderland,Jazz Christmas,Playlist track
I'll Be Home for Christmas (feat. René Marie),Jazz at Lincoln Center Orchestra & Wynton Marsalis,Big Band Holidays,Jazz Christmas,Playlist track
It's Christmas Time Again,Peggy Lee,Christmas With Peggy Lee,Jazz Christmas,Playlist track
Silver Bells,Glenn Miller and His Orchestra,In the Christmas Mood,Jazz Christmas,Playlist track
Everybody's Waitin' for: The Man with the Bag (feat. Veronica Swift),Jazz at Lincoln Center Orchestra & Wynton Marsalis,Big Band Holidays II,Jazz Christmas,Playlist track
Peace,Norah Jones,A Very Special Acoustic Christmas,Jazz Christmas,Playlist track
Silent Night,Jimmy Smith,Christmas Cookin',Jazz Christmas,Playlist track
Snowbound (1998 Remaster),Sarah Vaughan,Jazz Profile: Sarah Vaughan,Jazz Christmas,Playlist track
O Come All Ye Faithful,Terence Blanchard,A Jazzy Wonderland,Jazz Christmas,Playlist track
And the Angels Sing,Terry Gibbs,Plays Jewish Melodies in Jazztime,Jazz Christmas,Playlist track
It's Beginning to Look a Lot Like Christmas,The Four Freshmen,Snowfall,Jazz Christmas,Playlist track
Good Morning Blues (feat. Cécile Mclorin Salvant),Jazz at Lincoln Center Orchestra & Wynton Marsalis,Big Band Holidays,Jazz Christmas,Playlist track
Sleigh Ride,Duke Pearson,Merry Ole Soul,Jazz Christmas,Playlist track
Merry Christmas Baby,Kenny Burrell,Have Yourself a Soulful Little Christmas,Jazz Christmas,Playlist track
What Are You Doing New Year's Eve?,Diana Krall & The Clayton-Hamilton Jazz Orchestra,Christmas Songs,Jazz Christmas,Playlist track
Have Yourself a Merry Little Christmas (feat. Esperanza Spalding),John Legend,Have Yourself a Merry Little Christmas / Bring Me Love - Single,Jazz Christmas,Playlist track
Our First Christmas,Blossom Dearie,Christmas Spice so Very Nice,Jazz Christmas,Playlist track
You're All I Want for Christmas,Don Patterson,Holiday Soul,Jazz Christmas,Playlist track
Merry Christmas Baby (feat. Gregory Porter),Jazz at Lincoln Center Orchestra & Wynton Marsalis,Big Band Holidays,Jazz Christmas,Playlist track
The Christmas Song (feat. Makaya McCraven & Junius Paul),Greg Spero,The Christmas Song (feat. Makaya McCraven & Junius Paul) - Single,Jazz Christmas,Playlist track
Flare,milet,Flare - Single,milet Essentials,Playlist track
Fly High,milet,visions,milet Essentials,Playlist track
Ordinary days,milet,Ordinary days - EP,milet Essentials,Playlist track
us,milet,eyes,milet Essentials,Playlist track
You & I,milet,Drown / You & I - EP,milet Essentials,Playlist track
Inside You,milet,eyes,milet Essentials,Playlist track
Who I Am,milet,Who I Am - EP,milet Essentials,Playlist track
checkmate,milet,checkmate - Single,milet Essentials,Playlist track
Prover,milet,Prover / Tell me - EP,milet Essentials,Playlist track
Wonderland,milet,Wonderland EP,milet Essentials,Playlist track
STAY,milet,eyes,milet Essentials,Playlist track
Grab the air,milet,eyes,milet Essentials,Playlist track
One Touch,milet,Who I Am - EP,milet Essentials,Playlist track
Koukaizenya,milet,Wonderland EP,milet Essentials,Playlist track
Again and Again,milet,Inside You EP,milet Essentials,Playlist track
The Hardest,milet,Who I Am - EP,milet Essentials,Playlist track
Drown,milet,eyes,milet Essentials,Playlist track
Without Your Love,milet,eyes,milet Essentials,Playlist track
Thinking Out Loud,Ed Sheeran,x (Wembley Edition),Modern Singer-Songwriter Essentials,Playlist track
Should Have Known Better,Sufjan Stevens,Carrie & Lowell,Modern Singer-Songwriter Essentials,Playlist track
Skinny Love,Bon Iver,"For Emma, Forever Ago",Modern Singer-Songwriter Essentials,Playlist track
I Do,Lisa Loeb,Firecracker,Modern Singer-Songwriter Essentials,Playlist track
Good Intentions Paving Co.,Joanna Newsom,Have One On Me,Modern Singer-Songwriter Essentials,Playlist track
Real Death,Mount Eerie,A Crow Looked at Me,Modern Singer-Songwriter Essentials,Playlist track
Chateau Lobby #4 (in C for Two Virgins),Father John Misty,"I Love You, Honeybear",Modern Singer-Songwriter Essentials,Playlist track
Shut Up Kiss Me,Angel Olsen,MY WOMAN,Modern Singer-Songwriter Essentials,Playlist track
Carry Me Ohio,Sun Kil Moon,Ghosts of the Great Highway,Modern Singer-Songwriter Essentials,Playlist track
Only Love,Ben Howard,Every Kingdom (Deluxe Edition),Modern Singer-Songwriter Essentials,Playlist track
"Lover, You Should've Come Over",Jeff Buckley,Grace,Modern Singer-Songwriter Essentials,Playlist track
Every Time the Sun Comes Up,Sharon Van Etten,Are We There,Modern Singer-Songwriter Essentials,Playlist track
The Way I Am,Ingrid Michaelson,Girls And Boys,Modern Singer-Songwriter Essentials,Playlist track
Stay with Me,Sam Smith,In the Lonely Hour (Drowning Shadows Videos Edition),Modern Singer-Songwriter Essentials,Playlist track
Devil's Spoke,Laura Marling,I Speak Because I Can,Modern Singer-Songwriter Essentials,Playlist track
The Blower's Daughter,Damien Rice,O,Modern Singer-Songwriter Essentials,Playlist track
Chamber of Reflection,Mac DeMarco,Salad Days,Modern Singer-Songwriter Essentials,Playlist track
Avant Gardener,Courtney Barnett,The Double EP: A Sea of Split Peas,Modern Singer-Songwriter Essentials,Playlist track
Pretty Pimpin,Kurt Vile,B'lieve I'm Goin Down...,Modern Singer-Songwriter Essentials,Playlist track
Cover Me Up,Jason Isbell,Southeastern,Modern Singer-Songwriter Essentials,Playlist track
Samson,Regina Spektor,Begin to Hope (Bonus Track Version),Modern Singer-Songwriter Essentials,Playlist track
I Won’t Complain,Benjamin Clementine,"I Dream, I Smile, I Walk, I Cry - EP",Modern Singer-Songwriter Essentials,Playlist track
Bad Blood,Ryan Adams,1989,Modern Singer-Songwriter Essentials,Playlist track
Son of Sam (Acoustic),Elliott Smith,Heaven Adores You (Soundtrack),Modern Singer-Songwriter Essentials,Playlist track
The Greatest,Cat Power,The Greatest: Slipcase Edition,Modern Singer-Songwriter Essentials,Playlist track
A Nervous Tic Motion of the Head to the Left,Andrew Bird,The Mysterious Production of Eggs,Modern Singer-Songwriter Essentials,Playlist track
Colour me In,Damien Rice,My Favourite Faded Fantasy,Modern Singer-Songwriter Essentials,Playlist track
Naked As We Came,Iron & Wine,Our Endless Numbered Days,Modern Singer-Songwriter Essentials,Playlist track
Budapest,George Ezra,Wanted On Voyage (Deluxe),Modern Singer-Songwriter Essentials,Playlist track
Hold Back the River,James Bay,Chaos and the Calm (Deluxe Edition),Modern Singer-Songwriter Essentials,Playlist track
Take Me to Church,Hozier,Hozier (Bonus Track Version),Modern Singer-Songwriter Essentials,Playlist track
Grow,Frances,Things I've Never Said (Deluxe),Modern Singer-Songwriter Essentials,Playlist track
Hot Knife,Fiona Apple,The Idler Wheel Is Wiser than the Driver of the Screw and Whipping Cords Will Serve You More than Ropes Will Ever Do (Expanded Edition),Modern Singer-Songwriter Essentials,Playlist track
Get Low,James Vincent McMorrow,We Move,Modern Singer-Songwriter Essentials,Playlist track
Bruises,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Deluxe),Modern Singer-Songwriter Essentials,Playlist track
Pictures,Benjamin Francis Leftwich,Last Smoke Before the Snowstorm,Modern Singer-Songwriter Essentials,Playlist track
Hollywood Forever Cemetery Sings,Father John Misty,Fear Fun,Modern Singer-Songwriter Essentials,Playlist track
Let Her Go,Passenger,All the Little Lights (Deluxe Version),Modern Singer-Songwriter Essentials,Playlist track
When You Love Someone,James TW,First Impressions - EP,Modern Singer-Songwriter Essentials,Playlist track
Shiver,Lucy Rose,Like I Used To (Deluxe Edition),Modern Singer-Songwriter Essentials,Playlist track
Keeping Your Head Up,Birdy,Beautiful Lies,Modern Singer-Songwriter Essentials,Playlist track
Headlights,Sophie Hunger,1983,Modern Singer-Songwriter Essentials,Playlist track
Looking Too Closely,Fink,Hard Believer,Modern Singer-Songwriter Essentials,Playlist track
River,Bishop Briggs,Church of Scars,Modern Singer-Songwriter Essentials,Playlist track
The Story,Brandi Carlile,The Story,Modern Singer-Songwriter Essentials,Playlist track
Heartbeats,José González,Veneer,Modern Singer-Songwriter Essentials,Playlist track
Lighthouse,Patrick Watson,Adventures in Your Own Backyard,Modern Singer-Songwriter Essentials,Playlist track
You Were Meant For Me,Jewel,Pieces Of You (25th Anniversary Edition),Modern Singer-Songwriter Essentials,Playlist track
Limits,Misty Boyce,The Life,Modern Singer-Songwriter Essentials,Playlist track
Love Song,Sara Bareilles,Little Voice,Modern Singer-Songwriter Essentials,Playlist track
Electric Love,BØRNS,Dopamine,Modern Singer-Songwriter Essentials,Playlist track
I Kissed a Girl,Jill Sobule,Jill Sobule,Modern Singer-Songwriter Essentials,Playlist track
Emmylou,First Aid Kit,The Lion's Roar (Bonus Track Version),Modern Singer-Songwriter Essentials,Playlist track
Perfect,Ed Sheeran,÷ (Deluxe),Modern Singer-Songwriter Essentials,Playlist track
Signals,Júníus Meyvant,Floating Harmonies,Modern Singer-Songwriter Essentials,Playlist track
Going Home,Ásgeir,In the Silence,Modern Singer-Songwriter Essentials,Playlist track
Casimir Pulaski Day,Sufjan Stevens,Illinois,Modern Singer-Songwriter Essentials,Playlist track
King of Spain,The Tallest Man On Earth,The Wild Hunt (Bonus Track Version),Modern Singer-Songwriter Essentials,Playlist track
33 “GOD”,Bon Iver,"22, A Million",Modern Singer-Songwriter Essentials,Playlist track
Home,Gabrielle Aplin,Home EP,Modern Singer-Songwriter Essentials,Playlist track
"You Swan, Go On (feat. Julie Doiron & Fred Squire)",Mount Eerie,Lost Wisdom (feat. Julie Doiron & Fred Squire),Modern Singer-Songwriter Essentials,Playlist track
Neverending Math Equation,Sun Kil Moon,Tiny Cities,Modern Singer-Songwriter Essentials,Playlist track
24 Frames,Jason Isbell,Something More Than Free,Modern Singer-Songwriter Essentials,Playlist track
"New York, New York",Ryan Adams,Gold,Modern Singer-Songwriter Essentials,Playlist track
Halo,Lewis Watson,The Morning (All of the Songs),Modern Singer-Songwriter Essentials,Playlist track
Metal Heart,Cat Power,Moon Pix,Modern Singer-Songwriter Essentials,Playlist track
Twenty-Seven Strangers,Villagers,Becoming a Jackal,Modern Singer-Songwriter Essentials,Playlist track
Wasn't Expecting That,Jamie Lawson,Jamie Lawson,Modern Singer-Songwriter Essentials,Playlist track
Babylon (US Radio Mix),David Gray,Greatest Hits,Modern Singer-Songwriter Essentials,Playlist track
Thank You,Alanis Morissette,The Collection,Modern Singer-Songwriter Essentials,Playlist track
Bird,Billie Marten,As Long As - EP,Modern Singer-Songwriter Essentials,Playlist track
Let It Go,Joshua Hyslop,In Deepest Blue (Bonus Track Version),Modern Singer-Songwriter Essentials,Playlist track
On the Radio,Regina Spektor,Begin to Hope,Modern Singer-Songwriter Essentials,Playlist track
How Bad We Need Each Other,Marc Scibilia,Out of Style,Modern Singer-Songwriter Essentials,Playlist track
Scare Away the Dark,Passenger,Whispers (Deluxe),Modern Singer-Songwriter Essentials,Playlist track
Jungle,Emma Louise,Vs Head Vs Heart,Modern Singer-Songwriter Essentials,Playlist track
Caramel,Suzanne Vega,Nine Objects of Desire,Modern Singer-Songwriter Essentials,Playlist track
Walk This World,Heather Nova,Oyster,Modern Singer-Songwriter Essentials,Playlist track
Speaking a Dead Language,Joy Williams,Songs from That - EP,Modern Singer-Songwriter Essentials,Playlist track
Homegrown,Haux,All We've Known - EP,Modern Singer-Songwriter Essentials,Playlist track
Thank You,Dido,No Angel,Modern Singer-Songwriter Essentials,Playlist track
Down by the Water (Demo),PJ Harvey,To Bring You My Love - Demos,Modern Singer-Songwriter Essentials,Playlist track
True or Nothing,Jordan Millar,True or Nothing - Single,Modern Singer-Songwriter Essentials,Playlist track
This Year,The Mountain Goats,The Sunset Tree,Modern Singer-Songwriter Essentials,Playlist track
Cautionary Tale,Dylan LeBlanc,Cautionary Tale,Modern Singer-Songwriter Essentials,Playlist track
Too Good at Goodbyes,Sam Smith,The Thrill of It All (Special Video Edition),Modern Singer-Songwriter Essentials,Playlist track
Don't Forget About Me,CLOVES,XIII - EP,Modern Singer-Songwriter Essentials,Playlist track
Chrysalis,S. Carey,Fire-scene b/w Chrysalis - Single,Modern Singer-Songwriter Essentials,Playlist track
Ledges,Noah Gundersen,Ledges,Modern Singer-Songwriter Essentials,Playlist track
Between the Bars (Remastered),Elliott Smith,Either/Or: Expanded Edition,Modern Singer-Songwriter Essentials,Playlist track
Homecoming,Josh Ritter,Sermon on the Rocks,Modern Singer-Songwriter Essentials,Playlist track
Even the Darkness Has Arms,The Barr Brothers,Sleeping Operator,Modern Singer-Songwriter Essentials,Playlist track
Nervous,Gavin James,Bitter Pill,Modern Singer-Songwriter Essentials,Playlist track
Reflecting Light,Sam Phillips,A Boot and a Shoe,Modern Singer-Songwriter Essentials,Playlist track
Statues,Nina Nesbitt,Nina Nesbitt - EP,Modern Singer-Songwriter Essentials,Playlist track
The Way We Move,Langhorne Slim & The Law,The Way We Move,Modern Singer-Songwriter Essentials,Playlist track
Waves,Dean Lewis,Same Kind of Different - EP,Modern Singer-Songwriter Essentials,Playlist track
Jungle Drum,Emilíana Torrini,Me and Armini,Modern Singer-Songwriter Essentials,Playlist track
I Wish I Was the Moon,Neko Case,Blacklisted,Modern Singer-Songwriter Essentials,Playlist track
Come On Get Higher,Matt Nathanson,Some Mad Hope,Modern Singer-Songwriter Essentials,Playlist track
What Are You Doing New Years Eve,Nancy Wilson,"Yesterday's Love Songs, Today's Blues",New Year’s Eve: Dinner Party,Playlist track
Feeling Good,Nina Simone,I Put a Spell On You,New Year’s Eve: Dinner Party,Playlist track
L-O-V-E,"Nat ""King"" Cole",L-O-V-E,New Year’s Eve: Dinner Party,Playlist track
Let's Face the Music and Dance,Frank Sinatra,Ring-A-Ding-Ding! (50th Anniversary Edition),New Year’s Eve: Dinner Party,Playlist track
Auld Lang Syne,Bobby Timmons,Holiday Soul,New Year’s Eve: Dinner Party,Playlist track
I Could Write a Book,"Harry Connick, Jr.",When Harry Met Sally...,New Year’s Eve: Dinner Party,Playlist track
"Let's Start The New Year Off Right (From ""Holiday Inn"" Soundtrack)",Bing Crosby & Bob Crosby and His Orchestra,Julmusik 100 klassiker,New Year’s Eve: Dinner Party,Playlist track
Peace,Norah Jones,A Very Special Acoustic Christmas,New Year’s Eve: Dinner Party,Playlist track
Blue Skies,Dinah Washington,The Complete Dinah Washington On Mercury Vol. 7 (1961),New Year’s Eve: Dinner Party,Playlist track
"Ain't That a Kick In the Head (From ""Ocean's 11"")",Dean Martin,At the Movies,New Year’s Eve: Dinner Party,Playlist track
I Like This Kind of Party,Louis Armstrong Orchestra,Hello Louis: The Hit Years (1963-1969),New Year’s Eve: Dinner Party,Playlist track
'S Wonderful,Tony Bennett & Diana Krall,Love Is Here to Stay,New Year’s Eve: Dinner Party,Playlist track
Cheek to Cheek,Ella Fitzgerald & Louis Armstrong,Ella and Louis,New Year’s Eve: Dinner Party,Playlist track
That Old Feeling,Chet Baker,Chet Baker Sings,New Year’s Eve: Dinner Party,Playlist track
This Year's Kisses,Billie Holiday,A Musical Romance,New Year’s Eve: Dinner Party,Playlist track
Night and Day (Alternate Take),Stan Getz & Bill Evans,Stan Getz & Bill Evans,New Year’s Eve: Dinner Party,Playlist track
Fools Rush In (Where Angels Fear to Tread),Etta Jones,Something Nice,New Year’s Eve: Dinner Party,Playlist track
Autumn In New York,Charlie Parker,Night And Day: The Genius Of Charlie Parker #1,New Year’s Eve: Dinner Party,Playlist track
Save Your Love for Me,Cannonball Adderley & Nancy Wilson,Nancy Wilson & Cannonball Adderley,New Year’s Eve: Dinner Party,Playlist track
New World Coming,Nina Simone,Here Comes the Sun (Remastered),New Year’s Eve: Dinner Party,Playlist track
Taking a Chance on Love (feat. The Oscar Peterson Quartet),Anita O'Day,Anita Sings the Most (feat. The Oscar Peterson Quartet),New Year’s Eve: Dinner Party,Playlist track
Cha Cha Cha d'Amour (Melodie d'Amour),Dean Martin,Cha Cha de Amor,New Year’s Eve: Dinner Party,Playlist track
Anything You Can Do,Bing Crosby & Rosemary Clooney,Bing & Rosie: The Crosby-Clooney Radio Sessions,New Year’s Eve: Dinner Party,Playlist track
Lilac Wine,Nina Simone,Wild Is The Wind,New Year’s Eve: Dinner Party,Playlist track
Why Don't You Do Right?,Peggy Lee,The Best of Peggy Lee,New Year’s Eve: Dinner Party,Playlist track
Come Fly With Me,Frank Sinatra,Come Fly With Me (Remastered),New Year’s Eve: Dinner Party,Playlist track
At Long Last Love,Julie London,Sings the Choicest of Cole Porter,New Year’s Eve: Dinner Party,Playlist track
Moonlight In Vermont,Mel Tormé,Swingin' On the Moon,New Year’s Eve: Dinner Party,Playlist track
Savoy Blues (Single Version),Louis Armstrong and His Orchestra,The Ultimate Collection: Louis Armstrong,New Year’s Eve: Dinner Party,Playlist track
On the Street Where You Live,Dean Martin,This Time I'm Swingin'! (Remastered),New Year’s Eve: Dinner Party,Playlist track
Knock Me a Kiss (Single Version),Louis Jordan & His Tympany Five,The Best of Louis Jordan,New Year’s Eve: Dinner Party,Playlist track
You'd Be So Nice To Come Home To (feat. Quincy Jones and His Orchestra),Helen Merrill,Compact Jazz,New Year’s Eve: Dinner Party,Playlist track
In Your Own Sweet Way,Dave Brubeck,Brubeck Plays Brubeck,New Year’s Eve: Dinner Party,Playlist track
Don't Get Around Much Any More,Sam Cooke,The Man Who Invented Soul,New Year’s Eve: Dinner Party,Playlist track
Something To Live For,Carmen McRae,Black Legends of Jazz,New Year’s Eve: Dinner Party,Playlist track
Till Then,The Mills Brothers,Mills Brothers,New Year’s Eve: Dinner Party,Playlist track
I Saw Stars,Django Reinhardt & Stéphane Grappelli,The Essential: Django Reinhardt,New Year’s Eve: Dinner Party,Playlist track
Come Dance With Me,Shirley Horn,Shirley Horn With Horns,New Year’s Eve: Dinner Party,Playlist track
Twistin' the Night Away (Live),Sam Cooke,"Sam Cooke at the Copa (Live from Copacabana, New York City/July 7 & 8, 1964)",New Year’s Eve: Dinner Party,Playlist track
Jazz (Ain't Nothin' But Soul),Betty Carter & Richard Wess,The Modern Sound of Betty Carter,New Year’s Eve: Dinner Party,Playlist track
Begin the Beguine,Artie Shaw and His Orchestra,Begin the Beguine,New Year’s Eve: Dinner Party,Playlist track
Happy Days Are Here Again,Barbra Streisand,The Barbra Streisand Album,New Year’s Eve: Dinner Party,Playlist track
Go Go Go Go,Dean Martin,"The Capitol Recordings, Vol. 2 (1950-1951)",New Year’s Eve: Dinner Party,Playlist track
Comment Allez Vous,Blossom Dearie,Blossom Dearie,New Year’s Eve: Dinner Party,Playlist track
Imagination,Art Pepper,Art Pepper Meets the Rhythm Section (OJC Remastered),New Year’s Eve: Dinner Party,Playlist track
Zing! Went the Strings of My Heart,Billy Eckstine,Billy's Best,New Year’s Eve: Dinner Party,Playlist track
Sweet Thing,Lena Horne,Stormy Weather,New Year’s Eve: Dinner Party,Playlist track
Near You (feat. Vic Schoen and His Orchestra),The Andrews Sisters,Their Greatest Hits and Finest Performances,New Year’s Eve: Dinner Party,Playlist track
"My Heart Belongs to Daddy (From ""Leave It to Me"")",Eartha Kitt,The Essential: Eartha Kitt,New Year’s Eve: Dinner Party,Playlist track
Embraceable You (1940 Single Version),Judy Garland,The Complete Decca Masters (Plus),New Year’s Eve: Dinner Party,Playlist track
April in Paris,Count Basie and His Orchestra,April in Paris,New Year’s Eve: Dinner Party,Playlist track
Personality (Remastered),Johnny Mercer & The Pied Pipers,Personality (Remastered) - Single,New Year’s Eve: Dinner Party,Playlist track
In the Wee Small Hours of the Morning,Johnny Hartman,I Just Dropped By to Say Hello,New Year’s Eve: Dinner Party,Playlist track
In the Still of the Night,Jo Stafford,Autumn In New York,New Year’s Eve: Dinner Party,Playlist track
Stardust,Hoagy Carmichael,The Stardust Road,New Year’s Eve: Dinner Party,Playlist track
What a Little Moonlight Can Do,Dianne Reeves,A Little Moonlight,New Year’s Eve: Dinner Party,Playlist track
Shoo Fly Pie and Apple Pan Dowdy,June Christy,Happy Jazz,New Year’s Eve: Dinner Party,Playlist track
A String of Pearls,Glenn Miller and His Orchestra & Glenn Miller,The Unforgettable,New Year’s Eve: Dinner Party,Playlist track
"Let's Start the New Year Right (From ""Holiday Inn"" Soundtrack)",Bing Crosby,The Voice of Christmas - The Complete Decca Christmas Songbook,New Year’s Eve: Dinner Party,Playlist track
Lucy In The Sky With Diamonds (Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),Oaeen: Leading You Into the World of The Beatles,Playlist track
Blackbird,The Beatles,The Beatles (The White Album),Oaeen: Leading You Into the World of The Beatles,Playlist track
Hey Jude,The Beatles,"Past Masters, Vols. 1 & 2",Oaeen: Leading You Into the World of The Beatles,Playlist track
The Long and Winding Road (2021 Mix),The Beatles,Let It Be (2021 Mix),Oaeen: Leading You Into the World of The Beatles,Playlist track
Strawberry Fields Forever,The Beatles,Magical Mystery Tour,Oaeen: Leading You Into the World of The Beatles,Playlist track
Yesterday,The Beatles,Help!,Oaeen: Leading You Into the World of The Beatles,Playlist track
Here Comes the Sun (2019 Mix),The Beatles,Abbey Road (2019 Mix),Oaeen: Leading You Into the World of The Beatles,Playlist track
While My Guitar Gently Weeps,The Beatles,The Beatles (The White Album),Oaeen: Leading You Into the World of The Beatles,Playlist track
Yellow Submarine,The Beatles,Yellow Submarine,Oaeen: Leading You Into the World of The Beatles,Playlist track
Maxwell's Silver Hammer (2019 Mix),The Beatles,Abbey Road (2019 Mix),Oaeen: Leading You Into the World of The Beatles,Playlist track
All You Need Is Love,The Beatles,Yellow Submarine,Oaeen: Leading You Into the World of The Beatles,Playlist track
Come Together (2019 Mix),The Beatles,Abbey Road (2019 Mix),Oaeen: Leading You Into the World of The Beatles,Playlist track
Let It Be (2021 Mix),The Beatles,Let It Be (2021 Mix),Oaeen: Leading You Into the World of The Beatles,Playlist track
A Day In The Life (Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),Oaeen: Leading You Into the World of The Beatles,Playlist track
Day Tripper (2015 Stereo Mix),The Beatles,1 (2015 Version),Oaeen: Leading You Into the World of The Beatles,Playlist track
Her Majesty (2019 Mix),The Beatles,Abbey Road (2019 Mix),Oaeen: Leading You Into the World of The Beatles,Playlist track
Everything Happens To Me,Keith Jarrett & Charlie Haden,Last Dance,Piano Bar,Playlist track
Just In Time,Oscar Peterson Trio,A Jazz Portrait of Frank Sinatra,Piano Bar,Playlist track
Easy Walker,The Billy Taylor Trio,Custom Taylored,Piano Bar,Playlist track
Only The Lonely,Michael Weiss,Persistence,Piano Bar,Playlist track
Blue Twenty,Tommy Flanagan,Ballads & Blues,Piano Bar,Playlist track
This Time the Dream's On Me,Ralph Sharon,Portrait of Harold,Piano Bar,Playlist track
Exactly Like You,Ramsey Lewis Trio,Never On Sunday,Piano Bar,Playlist track
Windows,Chick Corea,"Now He Sings, Now He Sobs",Piano Bar,Playlist track
Embraceable You (feat. Ron Carter & Jimmy Cobb),Geri Allen,Timeless Portraits and Dreams,Piano Bar,Playlist track
Promise of Spring,Joey Alexander,Origin,Piano Bar,Playlist track
Take Love Easy,Chihiro Yamanaka,Rosa,Piano Bar,Playlist track
Street Scene,"Akira Tana, Larry Grenadier & Larry Vuckovich",Street Scene,Piano Bar,Playlist track
Gone With The Wind,Toshiko Akiyoshi,Toshiko's Piano,Piano Bar,Playlist track
"Billie's Bounce (Live At The Hickory House,1956)",Jutta Hipp,At The Hickory House Vol.1 (Live),Piano Bar,Playlist track
The Very Thought of You (feat. Paul Chambers & Art Taylor),Red Garland,Red Garland's Piano (Rudy Van Gelder Remaster) [feat. Paul Chambers & Art Taylor],Piano Bar,Playlist track
Dancing on the Ceiling (feat. George Mraz & Ben Riley),Sir Roland Hanna,This Must Be Love (feat. George Mraz & Ben Riley),Piano Bar,Playlist track
They Can't Take That Away From Me,Oscar Peterson,Pastel Moods,Piano Bar,Playlist track
You're My Everything (feat. Johannes Weidenmuller & Joe Chambers),Franck Amsallem,Summer Times (feat. Johannes Weidenmuller & Joe Chambers),Piano Bar,Playlist track
My Ideal 1,Gerald Clayton,Bells On Sand,Piano Bar,Playlist track
Wives and Lovers,Helen Sung,(Re)Conception,Piano Bar,Playlist track
Gloria's Step,Larry Willis,How Do You Keep the Music Playing?,Piano Bar,Playlist track
We'll Be Together Again,McCoy Tyner,Night of Ballads and Blues,Piano Bar,Playlist track
All the Things You Are,Gerald Clayton,Bond - The Paris Sessions,Piano Bar,Playlist track
Easy To Love,Ahmad Jamal,Happy Moods,Piano Bar,Playlist track
That's for Sure,Billy Taylor,One for Fun,Piano Bar,Playlist track
I Fall in Love Too Easily,Alan Broadbent Trio,New York Notes (feat. Harvie S & Billy Mintz),Piano Bar,Playlist track
Autumn Leaves,Wynton Kelly,"Wynton Kelly! (feat. Paul Chambers, Sam Jones & Jimmy Cobb)",Piano Bar,Playlist track
Very Early,George Cables,Icons and Influences,Piano Bar,Playlist track
Django (Instrumental Version),The Ray Bryant Trio,Ray Bryant Trio,Piano Bar,Playlist track
Yesterday's Gardenias,Steve Kuhn & Harvie Swartz,Steve Kuhn: Mostly Ballads,Piano Bar,Playlist track
Rainbow,"Jeff ""Tain"" Watts",Megawatts,Piano Bar,Playlist track
A Foggy Day (Live),Oscar Peterson Trio,Exclusively for My Friends (Live),Piano Bar,Playlist track
The Genius After Hours,Milt Jackson,Soul Brothers / Soul Meeting,Piano Bar,Playlist track
My Shining Hour,Ralph Sharon,Portrait of Harold,Piano Bar,Playlist track
You Go To My Head (Edit),Oscar Peterson Trio,Plays Pretty,Piano Bar,Playlist track
