Track name, Artist name, Album, Playlist name, Type
C餐,Kay Tse,Kontinue,Library Songs,Favorite
Cry Your Heart Out,Adele,30,Library Songs,Favorite
A Cruel Angel's Thesis (OP/Neon Genesis EVANGELION),MANDY B.BLUE,A Cruel Angel's Thesis #1: Haneda International Anime Music Festival Presents,Library Songs,Favorite
Coyote,Joni Mitchell,Hejira,Library Songs,Favorite
Cosmos,Seatbelts,COWBOY BEBOP (Original Motion Picture Soundtrack),Library Songs,Favorite
Comet,YOASOBI,Comet - Single,Library Songs,Favorite
Come Here (Session1),milet,visions,Library Songs,Favorite
Cold Irons Bound,Bob Dylan,Time Out of Mind,Library Songs,Favorite
Coffee,Copeland,Beneath Medicine Tree,Library Songs,Favorite
Close Your Eyes,Sadistics,Super Selection,Library Songs,Favorite
City of Stars,Ryan Gosling & Emma Stone,La La Land (Original Motion Picture Soundtrack),Library Songs,Favorite
City Hunter-Ai Yo Kienaide,小比類巻かほる,Ougon No 80's Best Hits 35 Songs! - Epic35,Library Songs,Favorite
Cinema,Yasuko Agawa,"Sunglow/Yasuko, Love-Bird",Library Songs,Favorite
Chowa Oto (08/11/2017 at Tokyo Bunkamura Orchard Hall),KOKIA,Alive - The Live History (2010-2018),Library Songs,Favorite
checkmate,milet,visions,Library Songs,Favorite
Cat Blues,Seatbelts,COWBOY BEBOP (Original Motion Picture Soundtrack),Library Songs,Favorite
A Case of You,Joni Mitchell,Blue,Library Songs,Favorite
Carey,Joni Mitchell,Blue,Library Songs,Favorite
Car 24,Seatbelts,COWBOY BEBOP (Original Motion Picture Soundtrack),Library Songs,Favorite
Cannibal King,Shivaree,I Oughtta Give You a Shot in the Head,Library Songs,Favorite
Can't Wait,Bob Dylan,Time Out of Mind,Library Songs,Favorite
Can't Help Myself,"Now, Now",Saved,Library Songs,Favorite
Can I Get It,Adele,30,Library Songs,Favorite
California,Joni Mitchell,Blue,Library Songs,Favorite
Bye Bye Mrs. December,濱田 金吾,Feel the Night,Library Songs,Favorite
Boukyaku (feat. KOHH),Hikaru Utada,Fantôme,Library Songs,Favorite
Bossa Nova,Shivaree,I Oughtta Give You a Shot in the Head,Library Songs,Favorite
Blue Motel Room,Joni Mitchell,Hejira,Library Songs,Favorite
Blue,Joni Mitchell,Blue,Library Songs,Favorite
Blowing In the Wind,April,Dancing In the Midnight Sun,Library Songs,Favorite
Black Crow,Joni Mitchell,Hejira,Library Songs,Favorite
Bios,Hiroyuki Sawano,GUILTY CROWN (COMPLETE SOUNDTRACK),Library Songs,Favorite
Beyond Mediocrity,9m88,This Temporary Ensemble - EP,Library Songs,Favorite
Bed in the River,Joan Shelley,Bed In the River - Single,Library Songs,Favorite
Beautiful World (Remastered 2018),Hikaru Utada,Heart Station (Remastered 2018),Library Songs,Favorite
Beautiful World (Remastered 2018),Hikaru Utada,Heart Station (Remastered 2018),Library Songs,Favorite
Beautiful World (Da Capo Version) [Instrumental],Hikaru Utada,One Last Kiss,Library Songs,Favorite
Beautiful World (Da Capo Version),Hikaru Utada,One Last Kiss,Library Songs,Favorite
Baikal Lake,Li Jian,Still,Library Songs,Favorite
Bad Dog No Biscuits,Seatbelts,COWBOY BEBOP (Original Motion Picture Soundtrack),Library Songs,Favorite
Ash Wednesday,Shivaree,I Oughtta Give You a Shot in the Head,Library Songs,Favorite
As Time Goes By,Yasuko Agawa,Yasuko Agawa Selection Standard Best Re-Master Voice,Library Songs,Favorite
Arrivederci,Shivaree,I Oughtta Give You a Shot in the Head,Library Songs,Favorite
Arlington Girl,Shivaree,I Oughtta Give You a Shot in the Head,Library Songs,Favorite
Ano yume wo nazotte,YOASOBI,Ano yume wo nazotte - Single,Library Songs,Favorite
Ameno Nakano Funsui,須藤 薫,DROPS,Library Songs,Favorite
Amelia,Joni Mitchell,Hejira,Library Songs,Favorite
All Night Parking (with Erroll Garner) Interlude,Adele,30,Library Songs,Favorite
All I Want,Joni Mitchell,Blue,Library Songs,Favorite
All I Ask,Adele,25,Library Songs,Favorite
After Hours,Ryo Fukui,My Favorite Tune,Library Songs,Favorite
the album and the end of it,Juno Mak & Kay Tse,,Library Albums,Album
the album and the end of it,Juno Mak & Kay Tse,,Library Albums,Album
Alive - The Live History (2010-2018),KOKIA,,Library Albums,Album
Angel Touch,Cindy,,Library Albums,Album
Ano yume wo nazotte - Single,YOASOBI,,Library Albums,Album
Bed In the River - Single,Joan Shelley,,Library Albums,Album
Believe In,Yumi Tanimura,,Library Albums,Album
Beneath Medicine Tree,Copeland,,Library Albums,Album
Beyond Imagination,Lowell Lo,,Library Albums,Album
Binary,Kay Tse,,Library Albums,Album
Blue,Joni Mitchell,,Library Albums,Album
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Bob Dylan,,Library Albums,Album
Chopin: Piano Concertos Nos 1 & 2,YUNDI & Warsaw Philharmonic Orchestra,,Library Albums,Album
Close Up - EP,Jason Chan,,Library Albums,Album
Coctail Party,the oto factory,,Library Albums,Album
Cologne,秋元 薫,,Library Albums,Album
Comet - Single,YOASOBI,,Library Albums,Album
Concert for Ex 2011 (Live),Eman Lam,,Library Albums,Album
COOOL,Anri,,Library Albums,Album
COWBOY BEBOP (Original Motion Picture Soundtrack),Seatbelts,,Library Albums,Album
A Cruel Angel's Thesis #1: Haneda International Anime Music Festival Presents,Various Artists,,Library Albums,Album
Dancing In the Midnight Sun,April,,Library Albums,Album
Diggin' Victor Deep Into the Vaults of Japanese Fusion,MURO,,Library Albums,Album
Do For Loving,Takako Shirai,,Library Albums,Album
Don't Be Afraid,Cindy,,Library Albums,Album
DROPS,須藤 薫,,Library Albums,Album
Edmond Hits 48 (新曲+精選),Edmond Leung,,Library Albums,Album
Electric Angel,Fiona Sit,,Library Albums,Album
Erotica,Madonna,,Library Albums,Album
Evergreen,Kazuhito Murata,,Library Albums,Album
Exist for Love - Single,AURORA,,Library Albums,Album
Fantôme,Hikaru Utada,,Library Albums,Album
Fearless,G.E.M.,,Library Albums,Album
Feel the Night,濱田 金吾,,Library Albums,Album
First Light (2018 Remaster),Makoto Matsushita,,Library Albums,Album
Flor Nocturna,Marta Topferova,,Library Albums,Album
Flyin' Over,Yasuko Agawa,,Library Albums,Album
Free Drink,JADOES,,Library Albums,Album
Ghost In The Shell Superb Music,Various Artists,,Library Albums,Album
gift,Given,,Library Albums,Album
GUILTY CROWN COMPLETE SOUNDTRACK,Hiroyuki Sawano,,Library Albums,Album
Gunjou - Single,YOASOBI,,Library Albums,Album
Harujion - Single,YOASOBI,,Library Albums,Album
Heart Full of L.A. Mind,Hitomi Tohyama,,Library Albums,Album
Heart Station (Remastered 2018),Hikaru Utada,,Library Albums,Album
HEAVEN/Squall - EP,Masaharu Fukuyama,,Library Albums,Album
Heavenly Music,Haruomi Hosono,,Library Albums,Album
Hejira,Joni Mitchell,,Library Albums,Album
Him,Atsuko Nina,,Library Albums,Album
I Oughtta Give You a Shot in the Head,Shivaree,,Library Albums,Album
I Want to Waste Time With You,程璧(チェン・ビー),,Library Albums,Album
Imagine,Janice Vidal,,Library Albums,Album
In His Name,Janice Vidal,,Library Albums,Album
Ippon No Ongaku: Moon Years,Kazuhito Murata,,Library Albums,Album
Itself,Rae Xie,,Library Albums,Album
J.I.,Junichi Inagaki,,Library Albums,Album
"Kaibutsu (From ""Beastars Season 2"") [feat. Jonatan King] - Single",Akano,,Library Albums,Album
Kaze Complete Best,Kaze,,Library Albums,Album
Kazumasa Oda/ OFF COURSE Collection Music Box - KOTOBA NI DEKINAI,Relaxing Orgel,,Library Albums,Album
KENJI SHOCK,Kenji Ohmura,,Library Albums,Album
"Koi No Uta (From ""Tonikawa: Tonikaku Kawaii"") - Single",Akano,,Library Albums,Album
Kontinue,Kay Tse,,Library Albums,Album
La La Land (Original Motion Picture Soundtrack),"Justin Hurwitz, Benj Pasek & Justin Paul",,Library Albums,Album
Lend Me (Born Again) - Single,Rae Xie,,Library Albums,Album
A Lie,JADOES,,Library Albums,Album
Live,Sokabe Keiichi Band & Keiichi Sokabe,,Library Albums,Album
Love,So Nice,,Library Albums,Album
LOVE (Hold you tight) - Single,沢田研二,,Library Albums,Album
Love Anthem,kurosawa kaoru,,Library Albums,Album
Love Hangover,Alyssa Bernal,,Library Albums,Album
Magician (Octave Remastered Series),Erroll Garner,,Library Albums,Album
A Man Ain't Supposed to Cry,Joe Williams,,Library Albums,Album
Michi Wa Tsuzuku,Humbert Humbert,,Library Albums,Album
Monster - Single,YOASOBI,,Library Albums,Album
Mugshot (2020 Remastered),Hamada Kingo,,Library Albums,Album
My Favorite Tune,Ryo Fukui,,Library Albums,Album
NEVER ENDING SUMMER,Sugiyama Kiyotaka & Omega Tribe,,Library Albums,Album
"NIGHT RUNNING (From ""BNA: Brand New Animal"") - Single",Akano,,Library Albums,Album
OCEAN SIDE,Momoko Kikuchi,,Library Albums,Album
藓的歌唱 - Single,anpu,,Library Albums,Album
One Last Kiss,Hikaru Utada,,Library Albums,Album
One On One,Miriam Yeung,,Library Albums,Album
OPUS 21,杏里,,Library Albums,Album
Orugooru J-Pop Forever 12,Orgel Sound J-Pop,,Library Albums,Album
Ougon No 80's Best Hits 35 Songs! - Epic35,Various Artists,,Library Albums,Album
Pan Am the Sound of 70's,Yoshinori Sunahara,,Library Albums,Album
Paprika (Original Soundtrack Album),Susumu Hirasawa,,Library Albums,Album
Pillow Talk,Kengo Kurozumi,,Library Albums,Album
PLANETARIUM,須藤 薫,,Library Albums,Album
"Poems, Prayers & Promises",John Denver,,Library Albums,Album
Probably - Single,YOASOBI,,Library Albums,Album
Ravenheart,Xandria,,Library Albums,Album
응답하라 1988 (Original Television Soundtrack),Various Artists,,Library Albums,Album
Saikai (produced by Ayase) - Single,LiSA & Uru,,Library Albums,Album
Saved,"Now, Now",,Library Albums,Album
Scary Movie 4 (Original Motion Picture Soundtrack),James L. Venable,,Library Albums,Album
Smile,Will Ali,,Library Albums,Album
SOUTH OF THE BORDER,Yoshitaka Minami,,Library Albums,Album
Still,Li Jian,,Library Albums,Album
STRAY SHEEP,Kenshi Yonezu,,Library Albums,Album
Summer Blue - Single,Bread & Butter,,Library Albums,Album
Summer Breeze,Piper,,Library Albums,Album
"Sunglow/Yasuko, Love-Bird",Yasuko Agawa,,Library Albums,Album
Super Selection,Masayoshi Takanaka,,Library Albums,Album
This Temporary Ensemble - EP,9m88,,Library Albums,Album
Time Out of Mind,Bob Dylan,,Library Albums,Album
Today Is a Beautiful Day,supercell,,Library Albums,Album
Tokio - Single,沢田研二,,Library Albums,Album
Tokyo Victory - Single,Southern All Stars,,Library Albums,Album
The Very Best of Julie London,Julie London,,Library Albums,Album
visions,milet,,Library Albums,Album
The Voice of Love,Joyce Cheng,,Library Albums,Album
Who I Am - EP,milet,,Library Albums,Album
Wind in the Rye - Single,Li Jian,,Library Albums,Album
"Yasashii Suisei - Comet (From ""Beastars S2"") [feat. Jonatan King] - Single",Akano,,Library Albums,Album
Yasuko Agawa Selection Standard Best Re-Master Voice,Yasuko Agawa,,Library Albums,Album
Zigaexperientia,supercell,,Library Albums,Album
ZOEA - Single,anpu,,Library Albums,Album
?,Eason Chan,,Library Albums,Album
20/20,George Benson,,Library Albums,Album
21,Adele,,Library Albums,Album
25,Adele,,Library Albums,Album
30,Adele,,Library Albums,Album
クリスマスキャロルの頃には -NORTH FLOW- - Single,MONKEY MAJIK × 稲垣潤一 × GAGLE,,Library Albums,Album
ザ・杏里,Anri,,Library Albums,Album
ハルカ - Single,YOASOBI,,Library Albums,Album
仍是異鄉人,Jian Ching Li,,Library Albums,Album
共勉之 - Single,Ella Koon,,Library Albums,Album
區文詩 - EP,Angela Au,,Library Albums,Album
合唱歌 - Single,Juno Mak & Kay Tse,,Library Albums,Album
执迷不悔,Shirley Wong,,Library Albums,Album
夜に駆ける - Single,YOASOBI,,Library Albums,Album
天空,Shirley Wong,,Library Albums,Album
太空人,Qing Feng Wu,,Library Albums,Album
如也,Chen Li,,Library Albums,Album
山丘 - Single,Jonathan Lee,,Library Albums,Album
悠长假期,Chen Li,,Library Albums,Album
我本人,Kary Ng,,Library Albums,Album
敷衍,Faye Wong,,Library Albums,Album
未见过世面的招积 - Single,Kay Tse,,Library Albums,Album
李宗盛的理性與感性作品音樂會,Jonathan Lee,,Library Albums,Album
無盡美麗的事物,L.N Party,,Library Albums,Album
看透 鄧麗欣演唱會,Stephy Tang,,Library Albums,Album
神的遊戏,Deserts Chang,,Library Albums,Album
萬千寵愛30首,Vivian Chow,,Library Albums,Album
自首 - Single,Janice Vidal,,Library Albums,Album
街燈晚餐 - Single,Janice Vidal,,Library Albums,Album
衛蘭,Janice Vidal,,Library Albums,Album
這一切沒有想像的那麼糟,Wan Xiaoli,,Library Albums,Album
電光幻影,Miriam Yeung,,Library Albums,Album
靜聽精彩十三首,Mavis Hee,,Library Albums,Album
音樂傲骨,Li Jian,,Library Albums,Album
Adele,,,Library Artists,Artist
Akano,,,Library Artists,Artist
Alyssa Bernal,,,Library Artists,Artist
Angela Au,,,Library Artists,Artist
安溥,,,Library Artists,Artist
Anri,,,Library Artists,Artist
April,,,Library Artists,Artist
Atsuko Nina,,,Library Artists,Artist
AURORA,,,Library Artists,Artist
Bob Dylan,,,Library Artists,Artist
Bread & Butter,,,Library Artists,Artist
陈粒,,,Library Artists,Artist
Cindy,,,Library Artists,Artist
Copeland,,,Library Artists,Artist
张悬,,,Library Artists,Artist
Eason Chan,,,Library Artists,Artist
Edmond Leung,,,Library Artists,Artist
Ella Koon,,,Library Artists,Artist
Eman Lam,,,Library Artists,Artist
Erroll Garner,,,Library Artists,Artist
Faye Wong,,,Library Artists,Artist
Fiona Sit,,,Library Artists,Artist
G.E.M.,,,Library Artists,Artist
George Benson,,,Library Artists,Artist
Given,,,Library Artists,Artist
Hamada Kingo,,,Library Artists,Artist
Haruomi Hosono,,,Library Artists,Artist
宇多田光,,,Library Artists,Artist
泽野弘之,,,Library Artists,Artist
Hitomi Tohyama,,,Library Artists,Artist
Humbert Humbert,,,Library Artists,Artist
JADOES,,,Library Artists,Artist
James L. Venable,,,Library Artists,Artist
Janice Vidal,,,Library Artists,Artist
卫兰,,,Library Artists,Artist
Jason Chan,,,Library Artists,Artist
Jian Ching Li,,,Library Artists,Artist
Joan Shelley,,,Library Artists,Artist
Joe Williams,,,Library Artists,Artist
John Denver,,,Library Artists,Artist
Jonathan Lee,,,Library Artists,Artist
Joni Mitchell,,,Library Artists,Artist
郑欣宜,,,Library Artists,Artist
Julie London,,,Library Artists,Artist
Junichi Inagaki,,,Library Artists,Artist
麦浚龙 & 谢安琪,,,Library Artists,Artist
麥浚龍 & 谢安琪,,,Library Artists,Artist
"Justin Hurwitz, Benj Pasek & Justin Paul",,,Library Artists,Artist
Kary Ng,,,Library Artists,Artist
Kay Tse,,,Library Artists,Artist
谢安琪,,,Library Artists,Artist
Kaze,,,Library Artists,Artist
Kazuhito Murata,,,Library Artists,Artist
Kengo Kurozumi,,,Library Artists,Artist
Kenji Ohmura,,,Library Artists,Artist
米津玄师,,,Library Artists,Artist
KOKIA,,,Library Artists,Artist
kurosawa kaoru,,,Library Artists,Artist
L.N Party,,,Library Artists,Artist
Li Jian,,,Library Artists,Artist
LiSA & Uru,,,Library Artists,Artist
Lowell Lo,,,Library Artists,Artist
Madonna,,,Library Artists,Artist
Makoto Matsushita,,,Library Artists,Artist
Marta Topferova,,,Library Artists,Artist
福山雅治,,,Library Artists,Artist
Masayoshi Takanaka,,,Library Artists,Artist
Mavis Hee,,,Library Artists,Artist
milet,,,Library Artists,Artist
Miriam Yeung,,,Library Artists,Artist
Momoko Kikuchi,,,Library Artists,Artist
MONKEY MAJIK × 稲垣潤一 × GAGLE,,,Library Artists,Artist
MURO,,,Library Artists,Artist
"Now, Now",,,Library Artists,Artist
Orgel Sound J-Pop,,,Library Artists,Artist
Piper,,,Library Artists,Artist
吴青峰,,,Library Artists,Artist
Rae Xie,,,Library Artists,Artist
Relaxing Orgel,,,Library Artists,Artist
Ryo Fukui,,,Library Artists,Artist
Seatbelts,,,Library Artists,Artist
Shirley Wong,,,Library Artists,Artist
王靖雯,,,Library Artists,Artist
Shivaree,,,Library Artists,Artist
So Nice,,,Library Artists,Artist
Sokabe Keiichi Band & Keiichi Sokabe,,,Library Artists,Artist
Southern All Stars,,,Library Artists,Artist
Stephy Tang,,,Library Artists,Artist
Sugiyama Kiyotaka & オメガトライブ,,,Library Artists,Artist
supercell,,,Library Artists,Artist
Susumu Hirasawa,,,Library Artists,Artist
Takako Shirai,,,Library Artists,Artist
the oto factory,,,Library Artists,Artist
群星,,,Library Artists,Artist
Various Artists,,,Library Artists,Artist
Vivian Chow,,,Library Artists,Artist
Wan Xiaoli,,,Library Artists,Artist
Will Ali,,,Library Artists,Artist
Xandria,,,Library Artists,Artist
Yasuko Agawa,,,Library Artists,Artist
YOASOBI,,,Library Artists,Artist
Yoshinori Sunahara,,,Library Artists,Artist
Yoshitaka Minami,,,Library Artists,Artist
Yumi Tanimura,,,Library Artists,Artist
李云迪 & Warsaw Philharmonic Orchestra,,,Library Artists,Artist
9m88,,,Library Artists,Artist
杏里,,,Library Artists,Artist
沢田研二,,,Library Artists,Artist
濱田 金吾,,,Library Artists,Artist
秋元 薫,,,Library Artists,Artist
程璧(チェン・ビー),,,Library Artists,Artist
須藤 薫,,,Library Artists,Artist
Comet,YOASOBI,Comet - Single,"BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
"Kaibutsu (From ""Beastars Season 2"") [feat. Jonatan King]",Akano,"Kaibutsu (From ""Beastars Season 2"") [feat. Jonatan King] - Single","BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
Monster,YOASOBI,Monster - Single,"BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
"Yasashii Suisei - Comet (From ""Beastars S2"") [feat. Jonatan King]",Akano,"Yasashii Suisei - Comet (From ""Beastars S2"") [feat. Jonatan King] - Single","BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
Wild Side (feat. Lil C),Will Ali,Smile,"BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
夜に駆ける,YOASOBI,夜に駆ける - Single,"BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
Haruka,YOASOBI,ハルカ - Single,"BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
Harujion,YOASOBI,Harujion - Single,"BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
"Koi No Uta (From ""Tonikawa: Tonikaku Kawaii"")",Akano,"Koi No Uta (From ""Tonikawa: Tonikaku Kawaii"") - Single","BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
Gunjou,YOASOBI,Gunjou - Single,"BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
Probably,YOASOBI,Probably - Single,"BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
"NIGHT RUNNING (From ""BNA: Brand New Animal"")",Akano,"NIGHT RUNNING (From ""BNA: Brand New Animal"") - Single","BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
Ano yume wo nazotte,YOASOBI,Ano yume wo nazotte - Single,"BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
Saikai (produced by Ayase),LiSA & Uru,Saikai (produced by Ayase) - Single,"BEASTARS 2 Anime Opening, Ending, similar | Kaibutsu 怪物 / Yasashii Suisei (優しい彗星) Comet - YOASOBI",Playlist track
Hello,Adele,25,City Dream,Playlist track
When We Were Young,Adele,25,City Dream,Playlist track
River Lea,Adele,25,City Dream,Playlist track
Love in the Dark,Adele,25,City Dream,Playlist track
Million Years Ago,Adele,25,City Dream,Playlist track
不灭,Chen Li,如也,City Dream,Playlist track
Farewell,Bob Dylan,"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",City Dream,Playlist track
Nightwind (Remastered 2020),Erroll Garner,Magician (Octave Remastered Series),City Dream,Playlist track
Bed in the River,Joan Shelley,Bed In the River - Single,City Dream,Playlist track
魔鬼辣,Chen Li,悠長假期,City Dream,Playlist track
Someone Like You,Adele,21,City Dream,Playlist track
Goodnight Moon,Shivaree,I Oughtta Give You a Shot in the Head,City Dream,Playlist track
A Man Ain't Supposed to Cry,Joe Williams,A Man Ain't Supposed to Cry,City Dream,Playlist track
Who I Am,milet,Who I Am - EP,City Dream,Playlist track
Watashitachi o Shinjite Ite,Cindy,Angel Touch,City-Pop㍿,Playlist track
Ocean Side,Momoko Kikuchi,Ocean Side,City-Pop㍿,Playlist track
Tom and Cindy Fall In Love,James L. Venable,Scary Movie 4 (Original Motion Picture Soundtrack),City-Pop㍿,Playlist track
Ameno Nakano Funsui,須藤 薫,DROPS,City-Pop㍿,Playlist track
Rose Color,Cindy,Don't Be Afraid,City-Pop㍿,Playlist track
Setunakute,Cindy,Angel Touch,City-Pop㍿,Playlist track
September Rain (2018 Remaster),Makoto Matsushita,First Light (2018 Remaster),City-Pop㍿,Playlist track
Denwa Shitemo (2020 Remaster),Kazuhito Murata,Ippon No Ongaku: Moon Years,City-Pop㍿,Playlist track
Bye Bye Mrs. December,濱田 金吾,Feel the Night,City-Pop㍿,Playlist track
Summer Blue,Bread & Butter,Summer Blue - Single,City-Pop㍿,Playlist track
River Of Crystals,Kimiko Itoh,Ghost In The Shell Superb Music,City-Pop㍿,Playlist track
Otona Ni Nanka Naranaide (Sokabe Keiichi Band Live Version),Sokabe Keiichi Band & Keiichi Sokabe,Live,City-Pop㍿,Playlist track
So Nice - Kousokudouro (Live Version),So Nice,Love,City-Pop㍿,Playlist track
Hi,the oto factory,Coctail Party,City-Pop㍿,Playlist track
Groovin',kurosawa kaoru,Love Anthem,City-Pop㍿,Playlist track
Deeper and Deeper,Madonna,Erotica,City-Pop㍿,Playlist track
Wasted Summer Love (2020 Remastered),Hamada Kingo,Mugshot (2020 Remastered),City-Pop㍿,Playlist track
Gentle Shower,Piper,Summer Breeze,City-Pop㍿,Playlist track
HE'S MY MUSIC,Anri,COOOL,City-Pop㍿,Playlist track
Stardust Night,JADOES,Free Drink,City-Pop㍿,Playlist track
City Hunter-Ai Yo Kienaide,小比類巻かほる,Ougon No 80's Best Hits 35 Songs! - Epic35,City-Pop㍿,Playlist track
Tokio,沢田研二,Tokio - Single,City-Pop㍿,Playlist track
Love (Hold you tight),沢田研二,LOVE (Hold you tight) - Single,City-Pop㍿,Playlist track
Hatukoi Murasita Kouzou Going Under Ground,Orgel Sound J-Pop,Orugooru J-Pop Forever 12,City-Pop㍿,Playlist track
Surprise,Cindy,Angel Touch,City-Pop㍿,Playlist track
Tameikiirono Tapestry,Yumi Tanimura,Believe In,City-Pop㍿,Playlist track
Natsuno Klaxon,Junichi Inagaki,J.I.,City-Pop㍿,Playlist track
クリスマスキャロルの頃には -NORTH FLOW-,MONKEY MAJIK × 稲垣潤一 × GAGLE,クリスマスキャロルの頃には -NORTH FLOW- - Single,City-Pop㍿,Playlist track
Dress Down,秋元 薫,Cologne,City-Pop㍿,Playlist track
Love Story-ha Totsuzen-ni (Music Box),Relaxing Orgel,Kazumasa Oda/ OFF COURSE Collection Music Box - KOTOBA NI DEKINAI,City-Pop㍿,Playlist track
Front Glass Goshini,須藤 薫,PLANETARIUM,City-Pop㍿,Playlist track
霧雨に消えてゆく,Anri,OPUS 21,City-Pop㍿,Playlist track
As Time Goes By,Yasuko Agawa,Yasuko Agawa Selection Standard Best Re-Master Voice,City-Pop㍿,Playlist track
Twilight Bay City,Sugiyama Kiyotaka & Omega Tribe,NEVER ENDING SUMMER,City-Pop㍿,Playlist track
Heya: Just the Way,JADOES,A Lie,City-Pop㍿,Playlist track
Wonderland Yuuyami City,Atsuko Nina,Him,City-Pop㍿,Playlist track
You & Me,Kengo Kurozumi,Pillow Talk,City-Pop㍿,Playlist track
The Time Takes You Away,JADOES,Free Drink,City-Pop㍿,Playlist track
I Love How You Love Me,Haruomi Hosono,Heavenly Music,City-Pop㍿,Playlist track
Cinema,Yasuko Agawa,"Sunglow/Yasuko, Love-Bird",City-Pop㍿,Playlist track
オリビアを聴きながら,Anri,ザ・杏里,City-Pop㍿,Playlist track
Yakanhikou,Yoshitaka Minami,SOUTH OF THE BORDER,City-Pop㍿,Playlist track
Hizuke Henkou Sen,Yoshitaka Minami & Taeko Onuki,SOUTH OF THE BORDER,City-Pop㍿,Playlist track
Sounds Of Love,Yasuko Agawa,Flyin' Over,City-Pop㍿,Playlist track
Trust,Kazuhito Murata,Evergreen,City-Pop㍿,Playlist track
L.A.Night,Yasuko Agawa,Diggin' Victor Deep Into the Vaults of Japanese Fusion,City-Pop㍿,Playlist track
Tsukigasasuyoru,Kaze,Kaze Complete Best,City-Pop㍿,Playlist track
First Light (2018 Remaster),Makoto Matsushita,First Light (2018 Remaster),City-Pop㍿,Playlist track
I Don't Think I Can Wait,Hitomi Tohyama,Heart Full of L.A. Mind,City-Pop㍿,Playlist track
Lounge,Susumu Hirasawa,Paprika (Original Soundtrack Album),City-Pop㍿,Playlist track
Pillow Case Ni Sayounara,Takako Shirai,Do For Loving,City-Pop㍿,Playlist track
Squall,Masaharu Fukuyama,Heaven / Squall - EP,City-Pop㍿,Playlist track
Sun Song '70s,Yoshinori Sunahara,Pan Am the Sound of 70's,City-Pop㍿,Playlist track
SHOCK,Kenji Ohmura,KENJI SHOCK,City-Pop㍿,Playlist track
Close Your Eyes,Sadistics,Super Selection,City-Pop㍿,Playlist track
Love Sick,Bob Dylan,Time Out of Mind,Dylan,Playlist track
Cold Irons Bound,Bob Dylan,Time Out of Mind,Dylan,Playlist track
Highlands,Bob Dylan,Time Out of Mind,Dylan,Playlist track
25 Or 6 To 4 (Single) [Remastered],Chicago,Chicago II (Expanded),Jazz Rock Essentials,Playlist track
Birds of Fire,Mahavishnu Orchestra,Birds of Fire,Jazz Rock Essentials,Playlist track
Coyote,Joni Mitchell,Hejira,Jazz Rock Essentials,Playlist track
Bubblehouse,"Medeski, Martin & Wood",Last Chance to Dance Trance,Jazz Rock Essentials,Playlist track
Savoy (with Terry Bozzio & Tony Hymas),Jeff Beck,Jeff Beck's Guitar Shop (with Terry Bozzio & Tony Hymas),Jazz Rock Essentials,Playlist track
Chuck E's in Love,Rickie Lee Jones,Rickie Lee Jones,Jazz Rock Essentials,Playlist track
Nuclear Burn,Brand X,Unorthodox Behaviour,Jazz Rock Essentials,Playlist track
Cure for Pain,Morphine,Cure for Pain,Jazz Rock Essentials,Playlist track
"Spanish Key (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks)",Miles Davis,Bitches Brew (Legacy Edition),Jazz Rock Essentials,Playlist track
Bird Song,Jerry Garcia,Garcia (Expanded),Jazz Rock Essentials,Playlist track
Spinning Wheel,"Blood, Sweat & Tears","Blood, Sweat & Tears",Jazz Rock Essentials,Playlist track
