I've Got You Under My Skin,Teddy Wilson,【爵士乐】Swing（摇摆乐）
I'll Never Let you Cry,Teddy Grace,【爵士乐】Swing（摇摆乐）
Spartacus (Love Theme),Toots Thielemans,【爵士乐】Swing（摇摆乐）
Baby， It's Cold Outside,Dean Martin,【爵士乐】Swing（摇摆乐）
You Belong To Me,Dean Martin,【爵士乐】Swing（摇摆乐）
Take the A Train,Duke Ellington,【爵士乐】Swing（摇摆乐）
Easter Parade,Scott Hamilton,【爵士乐】Swing（摇摆乐）
Frankie and Johnny,Duke Ellington,【爵士乐】Swing（摇摆乐）
Just a Gigolo/I Ain't Got Nobody,Louis Prima,【爵士乐】Swing（摇摆乐）
Everything Happens To Me,Erroll Garner,【爵士乐】Swing（摇摆乐）
Dream a Little Dream,Robbie Williams / Lily Allen,【爵士乐】Swing（摇摆乐）
That's Amore,Dean Martin,【爵士乐】Swing（摇摆乐）
I Don't Like to Sleep Alone,Paul Anka,【爵士乐】Swing（摇摆乐）
All Of Me,Frank Sinatra,【爵士乐】Swing（摇摆乐）
All The Things You Are,Django Reinhardt,【爵士乐】Swing（摇摆乐）
Time For The Essence,Grooveman Spot,【爵士乐】Swing（摇摆乐）
Say It Isn't So (2001 Remastered),Benny Goodman,【爵士乐】Swing（摇摆乐）
Polka Dots And Moonbeams,Lester Young,【爵士乐】Swing（摇摆乐）
Stumpy Bossa Nova,Coleman Hawkins,【爵士乐】Swing（摇摆乐）
Moonglow,Howard Alden / Bucky Pizzarelli,【爵士乐】Swing（摇摆乐）
I've Got The World On A String,Ella Fitzgerald,【爵士乐】Swing（摇摆乐）
Nagasaki,Albert Ammons,【爵士乐】Swing（摇摆乐）
How High The Moon (1st Take),Ella Fitzgerald,【爵士乐】Swing（摇摆乐）
Do Me A Favor,Fats Waller,【爵士乐】Swing（摇摆乐）
Sweet Lorraine,Teddy Wilson / Milt Hinton / Oliver Jackson,【爵士乐】Swing（摇摆乐）
Such Sweet Thunder,Duke Ellington,【爵士乐】Swing（摇摆乐）
On the Sunny Side of the Street,Louis Armstrong,【爵士乐】Swing（摇摆乐）
In A Sentimental Mood (纯音乐),Duke Ellington / John Coltrane,【爵士乐】Swing（摇摆乐）
La Vie En Rose,Louis Armstrong,【爵士乐】Swing（摇摆乐）
Night and Day,Lionel Hampton,【爵士乐】Swing（摇摆乐）
I Loves You， Porgy,Oscar Peterson / Joe Pass,【爵士乐】Swing（摇摆乐）
St James Infirmary,Louis Armstrong,【爵士乐】Swing（摇摆乐）
Meant to Be,Squirrel Nut Zippers,【爵士乐】Swing（摇摆乐）
Suits Are Picking Up The Bill,Squirrel Nut Zippers,【爵士乐】Swing（摇摆乐）
Candy,John Pizzarelli,【爵士乐】Swing（摇摆乐）
My Baby Comes 'Round at 8,Indigo Swing,【爵士乐】Swing（摇摆乐）
Don't Try Your Jive On Me (05-20-38),Una Mae Carlisle,【爵士乐】Swing（摇摆乐）
Love Sneakin' Up On You,Les Paul and Mary Ford,【爵士乐】Swing（摇摆乐）
Stardust,Charlie Christian,【爵士乐】Swing（摇摆乐）
The Rest Of My Life,Una Mae Carlisle,【爵士乐】Swing（摇摆乐）
It's All Right With Me,Teddy Wilson,【爵士乐】Swing（摇摆乐）
Jazz Band Ball,Toots Thielemans,【爵士乐】Swing（摇摆乐）
If You Were The Only Girl In The World,Dean Martin,【爵士乐】Swing（摇摆乐）
It Don't Mean a Thing(If It Ain't Got That Swing) (Album Version),Duke Ellington,【爵士乐】Swing（摇摆乐）
The Squirrel,Scott Hamilton,【爵士乐】Swing（摇摆乐）
Jeep's Blues,Duke Ellington,【爵士乐】Swing（摇摆乐）
Body and Soul,Louis Prima,【爵士乐】Swing（摇摆乐）
If I Had You,Frank Sinatra,【爵士乐】Swing（摇摆乐）
All the Things You Are,Erroll Garner,【爵士乐】Swing（摇摆乐）
The Kid From Red Bank (1994 Digital Remaster),Count Basie,【爵士乐】Swing（摇摆乐）
Take The A Train,Duke Ellington,【爵士乐】Swing（摇摆乐）
I'll Be Home For Christmas,Paul Anka,【爵士乐】Swing（摇摆乐）
I Want A little Girl,Lester Young,【爵士乐】Swing（摇摆乐）
Boulevard of Broken Dreams,Nat King Cole,【爵士乐】Swing（摇摆乐）
Poor Butterfly,Teddy Wilson,【爵士乐】Swing（摇摆乐）
Here's That Rainy Day,Statesmen of Jazz / Johnny Frigo,【爵士乐】Swing（摇摆乐）
Hey Jude,Ella Fitzgerald,【爵士乐】Swing（摇摆乐）
Sweet Georgia Brown,Benny Goodman,【爵士乐】Swing（摇摆乐）
Little Green Apples,Robbie Williams / Kelly Clarkson,【爵士乐】Swing（摇摆乐）
The Lady Is A Tramp,Frank Sinatra,【爵士乐】Swing（摇摆乐）
Jack Kerouac Reads On the Road,Jack Kerouac,【爵士乐】Swing（摇摆乐）
La Virgen De La Macarena (Album Version),Arturo Sandoval,【爵士乐】Swing（摇摆乐）
Shine My Shoes,Robbie Williams,【爵士乐】Swing（摇摆乐）
Dream A Little Dream Of Me (Single Version),Ella Fitzgerald / Louis Armstrong,【爵士乐】Swing（摇摆乐）
You Are My Destiny,Paul Anka,【爵士乐】Swing（摇摆乐）
Japanese Sandman,Django Reinhardt,【爵士乐】Swing（摇摆乐）
Benzaiten Love (原版伴奏),Grooveman Spot,【爵士乐】Swing（摇摆乐）
Seven Come Eleven,Benny Goodman,【爵士乐】Swing（摇摆乐）
Love Me Or Leave Me,Lester Young / Teddy Wilson Quartet,【爵士乐】Swing（摇摆乐）
I Remember You,Coleman Hawkins,【爵士乐】Swing（摇摆乐）
I Can Dream， Can't I,Bucky Pizzarelli & Frank Vignola,【爵士乐】Swing（摇摆乐）
Woo-Woo,Albert Ammons,【爵士乐】Swing（摇摆乐）
Angel Eyes,Ella Fitzgerald,【爵士乐】Swing（摇摆乐）
Don't Let It Bother You,Fats Waller,【爵士乐】Swing（摇摆乐）
Sugar,Teddy Wilson / Milt Hinton / Oliver Jackson,【爵士乐】Swing（摇摆乐）
Do You Know What It Means to Miss New Orleans?,Louis Armstrong,【爵士乐】Swing（摇摆乐）
Jumping At The Woodside,Duke Ellington,【爵士乐】Swing（摇摆乐）
I Cover The Waterfront,Lionel Hampton,【爵士乐】Swing（摇摆乐）
Just In Time,Dean Martin,【爵士乐】Swing（摇摆乐）
I'm In The Market For You,Louis Armstrong,【爵士乐】Swing（摇摆乐）
All the Things You Are,Oscar Peterson,【爵士乐】Swing（摇摆乐）
Stardust,Louis Armstrong,【爵士乐】Swing（摇摆乐）
Put a Lid on It,Squirrel Nut Zippers,【爵士乐】Swing（摇摆乐）
Pallin' With Al,Squirrel Nut Zippers,【爵士乐】Swing（摇摆乐）
My Blue Heaven,John Pizzarelli,【爵士乐】Swing（摇摆乐）
My Baby Just Cares for Me,Indigo Swing,【爵士乐】Swing（摇摆乐）
Oh I'm Evil (05-01-41),Una Mae Carlisle,【爵士乐】Swing（摇摆乐）
Bad Case Of Lovin' You,Les Paul and Mary Ford,【爵士乐】Swing（摇摆乐）
Stompin' at the Savoy,Charlie Christian,【爵士乐】Swing（摇摆乐）
Love Somebody,Doris Day,【爵士乐】Swing（摇摆乐）
That's My Man,Una Mae Carlisle,【爵士乐】Swing（摇摆乐）
I Get A Kick Out Of You,Teddy Wilson,【爵士乐】Swing（摇摆乐）
Crazy Bop,Toots Thielemans,【爵士乐】Swing（摇摆乐）
Winter Wonderland,Dean Martin,【爵士乐】Swing（摇摆乐）
I'll Always Love You (Day After Day),Dean Martin,【爵士乐】Swing（摇摆乐）
When Your Lover Has Gone,Scott Hamilton,【爵士乐】Swing（摇摆乐）
Things Ain't What They Used To Be,Duke Ellington,【爵士乐】Swing（摇摆乐）
Buona Sera,Louis Prima,【爵士乐】Swing（摇摆乐）
Fools Rush In (Where Angels Fear To Tread),Frank Sinatra,【爵士乐】Swing（摇摆乐）
Jumpin' at the Deuces,Erroll Garner,【爵士乐】Swing（摇摆乐）
Li'l Darlin' (1994 Digital Remaster),Count Basie,【爵士乐】Swing（摇摆乐）
Christmas Song,Paul Anka,【爵士乐】Swing（摇摆乐）
Exactly Like You,Nat King Cole,【爵士乐】Swing（摇摆乐）
I'm Thru With Love,Teddy Wilson,【爵士乐】Swing（摇摆乐）
I'm Old Fashioned,Johnny Frigo,【爵士乐】Swing（摇摆乐）
When the Saints Go Marchin' In,Louis Armstrong,【爵士乐】Swing（摇摆乐）
Jersey Bounce,Benny Goodman,【爵士乐】Swing（摇摆乐）
Put Your Head On My Shoulder,Paul Anka,【爵士乐】Swing（摇摆乐）
Five Minutes More,Frank Sinatra,【爵士乐】Swing（摇摆乐）
Lover Man,Django Reinhardt,【爵士乐】Swing（摇摆乐）
What We Do,Grooveman Spot,【爵士乐】Swing（摇摆乐）
Who Cares?,Benny Goodman Big Band / Zoot Sims / Sir Roland Hanna / George Gershwin,【爵士乐】Swing（摇摆乐）
Prisoner Of Love,Lester Young / Teddy Wilson Quartet,【爵士乐】Swing（摇摆乐）
Samba Para Bean,Coleman Hawkins,【爵士乐】Swing（摇摆乐）
I'm Confessin' (with Bucky Pizzarelli),Alex Pangman / Bucky Pizzarelli,【爵士乐】Swing（摇摆乐）
Yip Roc Heresy,Slim Gaillard,【爵士乐】Swing（摇摆乐）
Boogie Woogie Stomp,Albert Ammons,【爵士乐】Swing（摇摆乐）
Smooth Sailing,Ella Fitzgerald,【爵士乐】Swing（摇摆乐）
A Porter's Love Song,Fats Waller & His Rhythm,【爵士乐】Swing（摇摆乐）
I Didn't Know What Time It Was,Teddy Wilson / Milt Hinton / Oliver Jackson,【爵士乐】Swing（摇摆乐）
Lady Mac,Duke Ellington,【爵士乐】Swing（摇摆乐）
One Man Woman / One Woman Man,Paul Anka,【爵士乐】Swing（摇摆乐）
Caravan,Duke Ellington,【爵士乐】Swing（摇摆乐）
Red Ribbon,Lionel Hampton,【爵士乐】Swing（摇摆乐）
Houston,Dean Martin,【爵士乐】Swing（摇摆乐）
Do You Know What It Means To Miss New Orleans,Louis Armstrong,【爵士乐】Swing（摇摆乐）
Someday My Prince Will Come,Oscar Peterson,【爵士乐】Swing（摇摆乐）
If I Could Be With You One Hour Tonight,Louis Armstrong,【爵士乐】Swing（摇摆乐）
Dipper Mouth Blues (Album Version),Arturo Sandoval,【爵士乐】Swing（摇摆乐）
Got My Own Thing Now,Squirrel Nut Zippers,【爵士乐】Swing（摇摆乐）
Low Down Man,Squirrel Nut Zippers,【爵士乐】Swing（摇摆乐）
It Could Happen to You,John Pizzarelli,【爵士乐】Swing（摇摆乐）
Choo Choo Ch'Boogie,Indigo Swing,【爵士乐】Swing（摇摆乐）
Introduction,Les Paul and Mary Ford / Mary Ford,【爵士乐】Swing（摇摆乐）
Stardust,Charlie Christian,【爵士乐】Swing（摇摆乐）
Sentimental Journey,Doris Day,【爵士乐】Swing（摇摆乐）
Do Doodle Doo Perfectly,Una Mae Carlisle,【爵士乐】Swing（摇摆乐）
Just One Of Those Things,Teddy Wilson,【爵士乐】Swing（摇摆乐）
Goodbye Johan,Teddy Grace,【爵士乐】Swing（摇摆乐）
Nalen Boogie,Toots Thielemans,【爵士乐】Swing（摇摆乐）
Santa Lucia,Dean Martin,【爵士乐】Swing（摇摆乐）
When I Fall in Love,Scott Hamilton,【爵士乐】Swing（摇摆乐）
The Clothed Woman,Duke Ellington,【爵士乐】Swing（摇摆乐）
(I Don't Stand)A Ghost Of A Chance (alternate take),Frank Sinatra,【爵士乐】Swing（摇摆乐）
I Only Have Eyes for You (Remaster),Erroll Garner,【爵士乐】Swing（摇摆乐）
Midnite Blue (1994 Digital Remaster),Count Basie,【爵士乐】Swing（摇摆乐）
Day Dream,Duke Ellington,【爵士乐】Swing（摇摆乐）
Let It Snow,Paul Anka,【爵士乐】Swing（摇摆乐）
I'm In The Mood For Love (Live),Nat King Cole Trio,【爵士乐】Swing（摇摆乐）
Osaka Saki,Johnny Frigo,【爵士乐】Swing（摇摆乐）
Stardust,Louis Armstrong,【爵士乐】Swing（摇摆乐）
If I Had You,Benny Goodman,【爵士乐】Swing（摇摆乐）
Nicht artgerecht,Roger Cicero,【爵士乐】Swing（摇摆乐）
Bolero,Benny Goodman,【爵士乐】Swing（摇摆乐）
Shiny Stockings,Clark Terry / DePaul University Jazz Ensemble I,【爵士乐】Swing（摇摆乐）
Minnie the Moocher,Robbie Williams,【爵士乐】Swing（摇摆乐）
Come Dance With Me,Frank Sinatra,【爵士乐】Swing（摇摆乐）
Georgia On My Mind,Django Reinhardt,【爵士乐】Swing（摇摆乐）
Diana,Paul Anka,【爵士乐】Swing（摇摆乐）
On the Sunny Side of the Street,Erroll Garner,【爵士乐】Swing（摇摆乐）
In Search Of， Pt. 2,Grooveman Spot,【爵士乐】Swing（摇摆乐）
Somebody Loves Me,Benny Goodman,【爵士乐】Swing（摇摆乐）
I've Found A New Baby,Lester Young / Buddy Rich / Nat King Cole,【爵士乐】Swing（摇摆乐）
O Pato (The Duck) (Album Version),Coleman Hawkins,【爵士乐】Swing（摇摆乐）
Golden Earrings,Bucky Pizzarelli / John Pizzarelli,【爵士乐】Swing（摇摆乐）
Backwater Blues,Albert Ammons,【爵士乐】Swing（摇摆乐）
Basin Street Blues,Ella Fitzgerald,【爵士乐】Swing（摇摆乐）
Then I'll Be Tired of You,Fats Waller,【爵士乐】Swing（摇摆乐）
St. Louis Blues,Teddy Wilson,【爵士乐】Swing（摇摆乐）
Pretty Girl (aka The Star-Crossed Lovers),Duke Ellington,【爵士乐】Swing（摇摆乐）
A Fine Romance,Louis Armstrong,【爵士乐】Swing（摇摆乐）
I Ain't Got Nothing but the Blues,Duke Ellington,【爵士乐】Swing（摇摆乐）
Volare(Nel Blu Dipinto Di Blu),Dean Martin,【爵士乐】Swing（摇摆乐）
Onkel Satchmo's Lullaby,Louis Armstrong,【爵士乐】Swing（摇摆乐）
I Didn't Know What Time It Was,Oscar Peterson,【爵士乐】Swing（摇摆乐）
I Got Rhythm,Louis Armstrong,【爵士乐】Swing（摇摆乐）
'Round Midnight,Arturo Sandoval,【爵士乐】Swing（摇摆乐）
It Ain't You,Squirrel Nut Zippers,【爵士乐】Swing（摇摆乐）
Ghost Of Stephen Foster,Squirrel Nut Zippers,【爵士乐】Swing（摇摆乐）
I'm an Errand Boy for Rhythm,John Pizzarelli,【爵士乐】Swing（摇摆乐）
Please Tell 'Em,Indigo Swing,【爵士乐】Swing（摇摆乐）
Rock and Roll Hoochie Koo,Kenny Wayne Shepherd / Edgar Winter,【爵士乐】Swing（摇摆乐）
Guy's Got To Go,Charlie Christian,【爵士乐】Swing（摇摆乐）
I Bought Myself A Book,Una Mae Carlisle,【爵士乐】Swing（摇摆乐）
I Love You,Teddy Wilson,【爵士乐】Swing（摇摆乐）
The Blues Done Come Back,Count Basie,【爵士乐】Swing（摇摆乐）
I've Taken a Fancy To You,Teddy Grace,【爵士乐】Swing（摇摆乐）
Red Devils Boogie,Toots Thielemans,【爵士乐】Swing（摇摆乐）
I Don't Care If The Sun Don't Shine,Dean Martin,【爵士乐】Swing（摇摆乐）
When You Wish Upon a Star,Scott Hamilton,【爵士乐】Swing（摇摆乐）
Blues,Duke Ellington,【爵士乐】Swing（摇摆乐）
These Foolish Things (Remind Me Of You),Frank Sinatra,【爵士乐】Swing（摇摆乐）
Flight Of The Foo Birds,Count Basie,【爵士乐】Swing（摇摆乐）
In A Sentimental Mood,Duke Ellington,【爵士乐】Swing（摇摆乐）
Blue Christmas,Paul Anka,【爵士乐】Swing（摇摆乐）
Get Happy,Johnny Frigo,【爵士乐】Swing（摇摆乐）
Alexander's Ragtime Band,Louis Armstrong,【爵士乐】Swing（摇摆乐）
Somebody Loves Me,Benny Goodman,【爵士乐】Swing（摇摆乐）
The Kingdom of Swing,Benny Goodman,【爵士乐】Swing（摇摆乐）
Jumpin' at the Woodside,Count Basie,【爵士乐】Swing（摇摆乐）
I'll Be Home For Christmas,Dean Martin,【爵士乐】Swing（摇摆乐）
Hey Jude,Woody Herman,【爵士乐】Swing（摇摆乐）
Turn It Up,Grooveman Spot,【爵士乐】Swing（摇摆乐）
I've Found A New Baby,Benny Goodman,【爵士乐】Swing（摇摆乐）
Sometimes I'm Happy,Lester Young,【爵士乐】Swing（摇摆乐）
One Note Samba (Samba De Uma Nota Só),Coleman Hawkins,【爵士乐】Swing（摇摆乐）
Roman Candles,Gustavo Santaolalla,【爵士乐】Swing（摇摆乐）
Changes in Boogie Woogie,Albert Ammons,【爵士乐】Swing（摇摆乐）
Ella Hums The Blues,Ella Fitzgerald,【爵士乐】Swing（摇摆乐）
I Wiish I Were Twins,Fats Waller,【爵士乐】Swing（摇摆乐）
Flying Home,Teddy Wilson / Milt Hinton / Oliver Jackson,【爵士乐】Swing（摇摆乐）
Sonnet for Caesar,Duke Ellington,【爵士乐】Swing（摇摆乐）
There's Nothing Stronger Than Our Love,Paul Anka,【爵士乐】Swing（摇摆乐）
Cabaret (Single Version),Louis Armstrong And The All-Stars,【爵士乐】Swing（摇摆乐）
Solitude,Sathima Bea Benjamin,【爵士乐】Swing（摇摆乐）
You Belong To Me,Dean Martin,【爵士乐】Swing（摇摆乐）
When You're Smiling,Louis Armstrong,【爵士乐】Swing（摇摆乐）
Puppy Love,Paul Anka,【爵士乐】Swing（摇摆乐）
Dream A Little Dream Of Me,Bucky Pizzarelli & Frank Vignola,【爵士乐】Swing（摇摆乐）
At Long Last Love,Oscar Peterson,【爵士乐】Swing（摇摆乐）
St Louis Blues,Louis Armstrong,【爵士乐】Swing（摇摆乐）
My Funny Valentine (Album Version),Arturo Sandoval,【爵士乐】Swing（摇摆乐）
Hell,Squirrel Nut Zippers,【爵士乐】Swing（摇摆乐）
Evening At Lafitte's (Album Version),Squirrel Nut Zippers,【爵士乐】Swing（摇摆乐）
Limbo Jazz,Duke Ellington,【爵士乐】Swing（摇摆乐）
Oh， Lady Be Good,John Pizzarelli,【爵士乐】Swing（摇摆乐）
Pink Cadillac,Indigo Swing,【爵士乐】Swing（摇摆乐）
How High The Moon (2005 Digital Remaster),Les Paul and Mary Ford,【爵士乐】Swing（摇摆乐）
Up on Teddy's Hill,Charlie Christian,【爵士乐】Swing（摇摆乐）
The Best Idea You Had,Una Mae Carlisle,【爵士乐】Swing（摇摆乐）
Sugar,Terry Gibbs,【爵士乐】Swing（摇摆乐）
Get Out Of Town,Teddy Wilson,【爵士乐】Swing（摇摆乐）
Sing,Teddy Grace,【爵士乐】Swing（摇摆乐）
Caravan,Toots Thielemans,【爵士乐】Swing（摇摆乐）
Tip Toe Topic,Duke Ellington,【爵士乐】Swing（摇摆乐）
Mam'selle,Frank Sinatra,【爵士乐】Swing（摇摆乐）
Play， Piano， Play,Erroll Garner,【爵士乐】Swing（摇摆乐）
Splanky,Count Basie,【爵士乐】Swing（摇摆乐）
Don't Get Around Much Anymore,Duke Ellington,【爵士乐】Swing（摇摆乐）
Winter Wonderland,Paul Anka,【爵士乐】Swing（摇摆乐）
Jitterbug Waltz,Johnny Frigo,【爵士乐】Swing（摇摆乐）
Basin Street Blues,Louis Armstrong,【爵士乐】Swing（摇摆乐）
After You're Gone,Benny Goodman,【爵士乐】Swing（摇摆乐）
Moten Swing,Count Basie,【爵士乐】Swing（摇摆乐）
Silent Night,Dean Martin,【爵士乐】Swing（摇摆乐）
Medley: Rose Room/Mellotone/Don't Get Around Much Anymore,Woody Herman,【爵士乐】Swing（摇摆乐）
In Other Words， We're Through,Boulevard of Broken Dreams,【爵士乐】Swing（摇摆乐）
Crazy Rhythm,Lionel Hampton,【爵士乐】Swing（摇摆乐）
The Painter,Paul Anka,【爵士乐】Swing（摇摆乐）
Soda Pop,Robbie Williams / Michael Bublé,【爵士乐】Swing（摇摆乐）
Bits of Groove Part. 3,Grooveman Spot,【爵士乐】Swing（摇摆乐）
I'll Get By (As Long As I Have You) (2001 Remastered),Benny Goodman,【爵士乐】Swing（摇摆乐）
Mean To Me,Lester Young,【爵士乐】Swing（摇摆乐）
I'm Looking Over a Four Leaf Clover (Jazz Samba),Coleman Hawkins,【爵士乐】Swing（摇摆乐）
Lovin' IT,Gustavo Santaolalla,【爵士乐】Swing（摇摆乐）
Mile-Or-Mo-Bird Rag,Albert Ammons,【爵士乐】Swing（摇摆乐）
Air Mail Special,Ella Fitzgerald,【爵士乐】Swing（摇摆乐）
Have A Little Dream On Me (Digitally Remastered),Fats Waller,【爵士乐】Swing（摇摆乐）
Basin Street Blues,Teddy Wilson / Milt Hinton / Oliver Jackson,【爵士乐】Swing（摇摆乐）
Sonnet to Hank Cinq,Duke Ellington,【爵士乐】Swing（摇摆乐）
Hello， Dolly!,Louis Armstrong,【爵士乐】Swing（摇摆乐）
The Minor Goes Muggin',Duke Ellington,【爵士乐】Swing（摇摆乐）
Kiss,Dean Martin,【爵士乐】Swing（摇摆乐）
Crazy Love,Paul Anka,【爵士乐】Swing（摇摆乐）
Moonlight Serenade,Bucky Pizzarelli & Frank Vignola,【爵士乐】Swing（摇摆乐）
Greensleeves,Oscar Peterson,【爵士乐】Swing（摇摆乐）
When It's Sleepy Time Down South,Louis Armstrong,【爵士乐】Swing（摇摆乐）
Djangology,Django Reinhardt,【爵士乐】Swing（摇摆乐）
When It's Sleepy Time Down South (Album Version),Arturo Sandoval,【爵士乐】Swing（摇摆乐）
I'll Keep The Lovelight Burning,Louis Armstrong,【爵士乐】Swing（摇摆乐）
Drop Me Off In Harlem,Louis Armstrong / Duke Ellington,【爵士乐】Swing（摇摆乐）
Can't Take You Nowhere,John Pizzarelli,【爵士乐】Swing（摇摆乐）
Baby Baby,Indigo Swing,【爵士乐】Swing（摇摆乐）
Our Love Is Here To Stay,Larry Adler,【爵士乐】Swing（摇摆乐）
Somebody Ease My Troublin' Mind,Les Paul and Mary Ford,【爵士乐】Swing（摇摆乐）
Kerouac,Charlie Christian,【爵士乐】Swing（摇摆乐）
Ohi-Ohio Boogie,Una Mae Carlisle,【爵士乐】Swing（摇摆乐）
Be Free,Polar Bear,【爵士乐】Swing（摇摆乐）
This Masquerade,Terry Gibbs,【爵士乐】Swing（摇摆乐）
Too Darn Blue,Teddy Wilson,【爵士乐】Swing（摇摆乐）
Crazy Blues,Teddy Grace,【爵士乐】Swing（摇摆乐）
Cool and Easy,Toots Thielemans,【爵士乐】Swing（摇摆乐）
September Song,Erroll Garner,【爵士乐】Swing（摇摆乐）
It's The Most Wonderful Time Of The Year (Album Version),Paul Anka,【爵士乐】Swing（摇摆乐）
A Kiss To Build a Dream On,Louis Armstrong,【爵士乐】Swing（摇摆乐）
I've Found A New Baby,Benny Goodman,【爵士乐】Swing（摇摆乐）
Flute Juice,Count Basie,【爵士乐】Swing（摇摆乐）
Light My Fire,Woody Herman,【爵士乐】Swing（摇摆乐）
(You Bring Out) The Best in Me,Paul Anka,【爵士乐】Swing（摇摆乐）
The Happiest Christmas Tree,Nat King Cole,【爵士乐】Swing（摇摆乐）
Fly Me To The Moon (In Other Words),David Osborne,【爵士乐】Swing（摇摆乐）
That Old Feeling,Katharine Whalen,【爵士乐】Swing（摇摆乐）
Blue Bossa,Chris Flory,【爵士乐】Swing（摇摆乐）
Once In A While,Ben Webster,【爵士乐】Swing（摇摆乐）
Things We Do For Love (Album Version),Horace Brown,【爵士乐】Swing（摇摆乐）
Making The Move,Martin Taylor,【爵士乐】Swing（摇摆乐）
How High the Moon,Count Basie,【爵士乐】Swing（摇摆乐）
Woo-Woo (03,16 - 38) - Joe Marsala,【爵士乐】Swing（摇摆乐）
Swing Supreme,Robbie Williams,【爵士乐】Swing（摇摆乐）
The Blow Feat. Capitol A,Grooveman Spot,【爵士乐】Swing（摇摆乐）
I'm Confessin',Lester Young / Oscar Peterson Trio,【爵士乐】Swing（摇摆乐）
Un Abraco No Bonfa (An Embrace To Bonfa),Coleman Hawkins,【爵士乐】Swing（摇摆乐）
Mean and Evil Blues,Dinah Washington,【爵士乐】Swing（摇摆乐）
Boogie Woogie Stomp,Albert Ammons,【爵士乐】Swing（摇摆乐）
Oh Lady Be Good,Ella Fitzgerald,【爵士乐】Swing（摇摆乐）
Dream Man,Fats Waller,【爵士乐】Swing（摇摆乐）
Undecided,Teddy Wilson / Milt Hinton / Oliver Jackson,【爵士乐】Swing（摇摆乐）
Café au lait,Duke Ellington,【爵士乐】Swing（摇摆乐）
Mame,Louis Armstrong,【爵士乐】Swing（摇摆乐）
I Got It Bad(And That Ain't Good),Duke Ellington / Rosemary Clooney,【爵士乐】Swing（摇摆乐）
I'd Cry Like a Baby,Dean Martin,【爵士乐】Swing（摇摆乐）
My Way,Paul Anka,【爵士乐】Swing（摇摆乐）
Love Is Here to Stay,Frank Sinatra,【爵士乐】Swing（摇摆乐）
